title,studio,year,genre_ids,id,original_language,original_title,popularity,release_date,vote_average,vote_count,movie_id,primary_title,start_year,runtime_minutes,genres
Crimson Peak,Uni.,2015,"[18, 14, 27, 9648, 10749, 53]",201085,en,Crimson Peak,9.897,2015-10-16,6.5,2986,tt2554274,Crimson Peak,2015,119.0,"Drama,Fantasy,Horror"
Crimson Peak,Uni.,2015,"[18, 14, 27, 9648, 10749, 53]",201085,en,Crimson Peak,9.897,2015-10-16,6.5,2986,tt2554274,Crimson Peak,2015,119.0,"Drama,Fantasy,Horror"
The Transporter Refueled,EC,2015,"[53, 28, 80, 9648]",287948,en,The Transporter Refueled,13.428,2015-09-04,5.4,836,tt2938956,The Transporter Refueled,2015,96.0,"Action,Adventure,Crime"
Run All Night,WB,2015,"[28, 18, 53]",241554,en,Run All Night,17.592,2015-03-13,6.4,1684,tt2199571,Run All Night,2015,114.0,"Action,Drama,Thriller"
War Room,TriS,2015,"[18, 10749]",323272,en,War Room,7.419,2015-08-28,7.5,171,tt3832914,War Room,2015,120.0,Drama
The Age of Adaline,LGF,2015,"[14, 18, 10749]",293863,en,The Age of Adaline,8.559,2015-04-24,7.4,3853,tt1655441,The Age of Adaline,2015,112.0,"Drama,Fantasy,Romance"
The Danish Girl,Focus,2015,[18],306819,en,The Danish Girl,12.082,2015-11-27,7.7,3655,tt0810819,The Danish Girl,2015,119.0,"Biography,Drama,Romance"
The Danish Girl,Focus,2015,[18],306819,en,The Danish Girl,12.082,2015-11-27,7.7,3655,tt0810819,The Danish Girl,2015,119.0,"Biography,Drama,Romance"
Unfriended,Uni.,2015,"[27, 53]",277685,en,Unfriended,8.12,2015-04-17,5.4,2019,tt3713166,Unfriended,2014,83.0,"Horror,Mystery,Thriller"
The Longest Ride,Fox,2015,"[18, 10749]",228205,en,The Longest Ride,11.168,2015-04-10,7.5,1908,tt2726560,The Longest Ride,2015,123.0,"Drama,Romance"
Brooklyn,FoxS,2015,"[18, 10749]",167073,en,Brooklyn,12.083,2015-11-04,7.3,1912,tt1458730,The Gentle Art of Making Friends,2010,80.0,"Comedy,Crime"
Brooklyn,FoxS,2015,"[18, 10749]",167073,en,Brooklyn,12.083,2015-11-04,7.3,1912,tt2381111,Brooklyn,2015,117.0,"Drama,Romance"
Brooklyn,FoxS,2015,"[18, 10749]",167073,en,Brooklyn,12.083,2015-11-04,7.3,1912,tt3184798,Brooklyn,2014,83.0,"Drama,Music,Musical"
Brooklyn,FoxS,2015,"[18, 10402]",291678,fr,Brooklyn,0.916,2017-08-05,6.0,1,tt1458730,The Gentle Art of Making Friends,2010,80.0,"Comedy,Crime"
Brooklyn,FoxS,2015,"[18, 10402]",291678,fr,Brooklyn,0.916,2017-08-05,6.0,1,tt2381111,Brooklyn,2015,117.0,"Drama,Romance"
Brooklyn,FoxS,2015,"[18, 10402]",291678,fr,Brooklyn,0.916,2017-08-05,6.0,1,tt3184798,Brooklyn,2014,83.0,"Drama,Music,Musical"
Woman in Gold,Wein.,2015,[18],304357,en,Woman in Gold,7.76,2015-04-10,7.4,787,tt2404425,Woman in Gold,2015,109.0,"Biography,Drama,History"
Krampus,Uni.,2015,"[27, 35, 14]",287903,en,Krampus,9.417,2015-12-04,6.0,1046,tt3850590,Krampus,2015,98.0,"Comedy,Fantasy,Horror"
The Walk,TriS,2015,"[12, 18, 53]",285783,en,The Walk,11.754,2015-10-02,6.9,1906,tt2159988,The Walk,2015,89.0,"Crime,Thriller"
The Walk,TriS,2015,"[12, 18, 53]",285783,en,The Walk,11.754,2015-10-02,6.9,1906,tt3488710,The Walk,2015,123.0,"Adventure,Biography,Drama"
The Perfect Guy,SGem,2015,"[18, 53]",304372,en,The Perfect Guy,6.727,2015-09-11,5.7,211,tt3862750,The Perfect Guy,2015,100.0,"Crime,Drama,Horror"
No Escape,Wein.,2015,"[28, 53]",192141,en,No Escape,19.005,2015-08-26,6.8,1296,tt1781922,No Escape,2015,103.0,"Action,Thriller"
No Escape,Wein.,2015,"[28, 53]",192141,en,No Escape,19.005,2015-08-26,6.8,1296,tt2332790,No Escape,2011,27.0,"Documentary,Music"
Sinister 2,Focus,2015,[27],283445,en,Sinister 2,9.916,2015-08-21,5.8,1142,tt2752772,Sinister 2,2015,97.0,"Horror,Mystery,Thriller"
The Boy Next Door,Uni.,2015,[18],44120,en,The Boy Next Door,0.6,2008-11-14,5.7,6,tt3181822,The Boy Next Door,2015,91.0,"Horror,Thriller"
The Boy Next Door,Uni.,2015,[53],241251,en,The Boy Next Door,7.062,2015-01-23,4.4,1382,tt3181822,The Boy Next Door,2015,91.0,"Horror,Thriller"
The Night Before,Sony,2015,[35],296100,en,The Night Before,9.014,2015-11-20,6.1,956,tt3530002,The Night Before,2015,101.0,"Adventure,Comedy,Fantasy"
The Night Before,Sony,2015,[35],296100,en,The Night Before,9.014,2015-11-20,6.1,956,tt6006924,The Night Before,2017,81.0,Horror
The Night Before,Sony,2015,[35],296100,en,The Night Before,9.014,2015-11-20,6.1,956,tt6353886,The Night Before,2015,86.0,Documentary
The Night Before,Sony,2015,[35],296100,en,The Night Before,9.014,2015-11-20,6.1,956,tt3530002,The Night Before,2015,101.0,"Adventure,Comedy,Fantasy"
The Night Before,Sony,2015,[35],296100,en,The Night Before,9.014,2015-11-20,6.1,956,tt6006924,The Night Before,2017,81.0,Horror
The Night Before,Sony,2015,[35],296100,en,The Night Before,9.014,2015-11-20,6.1,956,tt6353886,The Night Before,2015,86.0,Documentary
Hot Pursuit,WB (NL),2015,"[28, 35, 80]",268920,en,Hot Pursuit,9.607,2015-05-08,5.6,1000,tt2967224,Hot Pursuit,2015,87.0,"Action,Comedy,Crime"
Entourage,WB,2015,[35],188222,en,Entourage,13.802,2015-06-03,6.2,647,tt1674771,Entourage,2015,104.0,Comedy
The Woman in Black 2: Angel of Death,Rela.,2015,"[53, 27, 18]",288158,en,The Woman in Black 2: Angel of Death,10.24,2015-01-02,5.1,627,tt2339741,The Woman in Black 2: Angel of Death,2014,98.0,"Drama,Horror,Thriller"
Mortdecai,LGF,2015,"[35, 12]",210860,en,Mortdecai,13.263,2015-01-23,5.4,1666,tt3045616,Mortdecai,2015,107.0,"Action,Comedy,Crime"
"McFarland, USA",BV,2015,[18],228203,en,"McFarland, USA",8.197,2015-02-20,7.3,358,tt2097298,"McFarland, USA",2015,129.0,"Biography,Drama,Sport"
Still Alice,SPC,2015,[18],284293,en,Still Alice,10.747,2014-12-05,7.5,1946,tt3316960,Still Alice,2014,101.0,Drama
Legend,Uni.,2015,"[12, 14]",11976,en,Legend,10.542,1986-04-18,6.2,509,tt2577542,Legend,2013,134.0,Horror
Legend,Uni.,2015,"[12, 14]",11976,en,Legend,10.542,1986-04-18,6.2,509,tt3381068,Gnome Alone,2015,94.0,Horror
Legend,Uni.,2015,"[12, 14]",11976,en,Legend,10.542,1986-04-18,6.2,509,tt3409352,Legend,2012,34.0,"Biography,Documentary"
Legend,Uni.,2015,"[12, 14]",11976,en,Legend,10.542,1986-04-18,6.2,509,tt3555036,Legend,2014,168.0,"Action,Drama"
Legend,Uni.,2015,"[12, 14]",11976,en,Legend,10.542,1986-04-18,6.2,509,tt3569230,Legend,2015,132.0,"Biography,Crime,Drama"
Legend,Uni.,2015,"[12, 14]",11976,en,Legend,10.542,1986-04-18,6.2,509,tt2577542,Legend,2013,134.0,Horror
Legend,Uni.,2015,"[12, 14]",11976,en,Legend,10.542,1986-04-18,6.2,509,tt3381068,Gnome Alone,2015,94.0,Horror
Legend,Uni.,2015,"[12, 14]",11976,en,Legend,10.542,1986-04-18,6.2,509,tt3409352,Legend,2012,34.0,"Biography,Documentary"
Legend,Uni.,2015,"[12, 14]",11976,en,Legend,10.542,1986-04-18,6.2,509,tt3555036,Legend,2014,168.0,"Action,Drama"
Legend,Uni.,2015,"[12, 14]",11976,en,Legend,10.542,1986-04-18,6.2,509,tt3569230,Legend,2015,132.0,"Biography,Crime,Drama"
Legend,Uni.,2015,"[80, 53]",276907,en,Legend,10.195,2015-11-20,6.8,1692,tt2577542,Legend,2013,134.0,Horror
Legend,Uni.,2015,"[80, 53]",276907,en,Legend,10.195,2015-11-20,6.8,1692,tt3381068,Gnome Alone,2015,94.0,Horror
Legend,Uni.,2015,"[80, 53]",276907,en,Legend,10.195,2015-11-20,6.8,1692,tt3409352,Legend,2012,34.0,"Biography,Documentary"
Legend,Uni.,2015,"[80, 53]",276907,en,Legend,10.195,2015-11-20,6.8,1692,tt3555036,Legend,2014,168.0,"Action,Drama"
Legend,Uni.,2015,"[80, 53]",276907,en,Legend,10.195,2015-11-20,6.8,1692,tt3569230,Legend,2015,132.0,"Biography,Crime,Drama"
Legend,Uni.,2015,"[12, 14]",11976,en,Legend,10.542,1986-04-18,6.2,509,tt2577542,Legend,2013,134.0,Horror
Legend,Uni.,2015,"[12, 14]",11976,en,Legend,10.542,1986-04-18,6.2,509,tt3381068,Gnome Alone,2015,94.0,Horror
Legend,Uni.,2015,"[12, 14]",11976,en,Legend,10.542,1986-04-18,6.2,509,tt3409352,Legend,2012,34.0,"Biography,Documentary"
Legend,Uni.,2015,"[12, 14]",11976,en,Legend,10.542,1986-04-18,6.2,509,tt3555036,Legend,2014,168.0,"Action,Drama"
Legend,Uni.,2015,"[12, 14]",11976,en,Legend,10.542,1986-04-18,6.2,509,tt3569230,Legend,2015,132.0,"Biography,Crime,Drama"
Legend,Uni.,2015,"[80, 53]",276907,en,Legend,10.195,2015-11-20,6.8,1692,tt2577542,Legend,2013,134.0,Horror
Legend,Uni.,2015,"[80, 53]",276907,en,Legend,10.195,2015-11-20,6.8,1692,tt3381068,Gnome Alone,2015,94.0,Horror
Legend,Uni.,2015,"[80, 53]",276907,en,Legend,10.195,2015-11-20,6.8,1692,tt3409352,Legend,2012,34.0,"Biography,Documentary"
Legend,Uni.,2015,"[80, 53]",276907,en,Legend,10.195,2015-11-20,6.8,1692,tt3555036,Legend,2014,168.0,"Action,Drama"
Legend,Uni.,2015,"[80, 53]",276907,en,Legend,10.195,2015-11-20,6.8,1692,tt3569230,Legend,2015,132.0,"Biography,Crime,Drama"
The Gallows,WB (NL),2015,"[27, 53]",299245,en,The Gallows,9.166,2015-07-10,4.8,591,tt2309260,The Gallows,2015,81.0,"Horror,Mystery,Thriller"
Love the Coopers,LGF,2015,"[35, 10751, 18]",333348,en,Love the Coopers,8.261,2015-11-13,5.8,384,tt2279339,Love the Coopers,2015,107.0,"Comedy,Fantasy,Romance"
The Lady in the Van,SPC,2015,"[35, 18]",328589,en,The Lady in the Van,9.269,2015-12-04,6.3,393,tt3722070,The Lady in the Van,2015,104.0,"Biography,Comedy,Drama"
The Lady in the Van,SPC,2015,"[35, 18]",328589,en,The Lady in the Van,9.269,2015-12-04,6.3,393,tt3722070,The Lady in the Van,2015,104.0,"Biography,Comedy,Drama"
Ricki and the Flash,TriS,2015,"[35, 18, 10402]",275601,en,Ricki and the Flash,8.247,2015-08-07,5.8,473,tt3623726,Ricki and the Flash,2015,101.0,"Comedy,Drama,Music"
Carol,Wein.,2015,"[10749, 18]",258480,en,Carol,13.096,2015-11-20,7.4,1949,tt2402927,Carol,2015,118.0,"Drama,Romance"
Carol,Wein.,2015,"[10749, 18]",258480,en,Carol,13.096,2015-11-20,7.4,1949,tt2402927,Carol,2015,118.0,"Drama,Romance"
The Lazarus Effect,Rela.,2015,[],184342,en,The Lazarus Effect,0.6,2010-02-09,4.8,3,tt2918436,The Lazarus Effect,2015,83.0,"Horror,Mystery,Sci-Fi"
The Lazarus Effect,Rela.,2015,"[53, 27]",243940,en,The Lazarus Effect,10.157,2015-02-27,5.1,825,tt2918436,The Lazarus Effect,2015,83.0,"Horror,Mystery,Sci-Fi"
The Water Diviner,WB,2015,"[10752, 18]",256917,en,The Water Diviner,11.479,2015-04-24,6.8,682,tt3007512,The Water Diviner,2014,111.0,"Drama,History,War"
A Walk in the Woods,BG,2015,"[12, 35, 18]",232572,en,A Walk in the Woods,6.935,2015-09-02,5.9,402,tt1178665,A Walk in the Woods,2015,104.0,"Adventure,Biography,Comedy"
Ex Machina,A24,2015,"[18, 878]",264660,en,Ex Machina,18.485,2015-04-10,7.6,8026,tt0470752,Ex Machina,2014,108.0,"Drama,Mystery,Sci-Fi"
Burnt,Wein.,2015,"[18, 35]",295964,en,Burnt,12.761,2015-10-23,6.4,1841,tt2503944,Burnt,2015,101.0,"Comedy,Drama"
Burnt,Wein.,2015,"[18, 35]",295964,en,Burnt,12.761,2015-10-23,6.4,1841,tt2503944,Burnt,2015,101.0,"Comedy,Drama"
Room,A24,2015,"[18, 53]",264644,en,Room,20.0,2015-10-16,8.1,5494,tt3170832,Room,2015,118.0,"Drama,Thriller"
Room,A24,2015,"[18, 53]",264644,en,Room,20.0,2015-10-16,8.1,5494,tt3170832,Room,2015,118.0,"Drama,Thriller"
Steve Jobs,Uni.,2015,"[18, 36]",321697,en,Steve Jobs,8.895,2015-10-09,6.8,2572,tt2080374,Steve Jobs,2015,122.0,"Biography,Drama"
Steve Jobs,Uni.,2015,"[18, 36]",321697,en,Steve Jobs,8.895,2015-10-09,6.8,2572,tt2080374,Steve Jobs,2015,122.0,"Biography,Drama"
Victor Frankenstein,Fox,2015,"[18, 878, 53]",228066,en,Victor Frankenstein,9.061,2015-11-10,5.8,1200,tt1976009,Victor Frankenstein,2015,110.0,"Drama,Horror,Sci-Fi"
Victor Frankenstein,Fox,2015,"[18, 878, 53]",228066,en,Victor Frankenstein,9.061,2015-11-10,5.8,1200,tt1976009,Victor Frankenstein,2015,110.0,"Drama,Horror,Sci-Fi"
Project Almanac,Par.,2015,"[878, 53]",227719,en,Project Almanac,9.55,2015-01-30,6.5,1449,tt2436386,Project Almanac,2015,106.0,"Drama,Mystery,Sci-Fi"
Far from the Madding Crowd,FoxS,2015,"[18, 10749]",250734,en,Far from the Madding Crowd,8.683,2015-05-01,7.0,586,tt2935476,Far from the Madding Crowd,2015,119.0,"Drama,Romance"
Mr. Holmes,RAtt.,2015,"[18, 9648]",280996,en,Mr. Holmes,15.14,2015-07-17,6.5,1101,tt3168230,Mr. Holmes,2015,104.0,"Drama,Mystery"
Love & Mercy,RAtt.,2015,"[18, 10402]",271714,en,Love & Mercy,10.103,2015-06-05,7.2,363,tt0903657,Love & Mercy,2014,121.0,"Biography,Drama,Music"
Irrational Man,SPC,2015,"[18, 9648]",282984,en,Irrational Man,9.0,2015-07-17,6.4,1112,tt3715320,Irrational Man,2015,95.0,"Comedy,Drama"
American Ultra,LGF,2015,"[35, 28]",261392,en,American Ultra,9.97,2015-08-21,6.0,1756,tt3316948,American Ultra,2015,96.0,"Action,Comedy,Sci-Fi"
Wild Tales,SPC,2015,"[18, 53, 35]",265195,es,Relatos salvajes,10.105,2014-11-20,7.8,1564,tt3011894,Wild Tales,2014,122.0,"Comedy,Drama,Thriller"
Aloha,Sony,2015,"[18, 35, 10749]",222936,en,Aloha,9.685,2015-05-29,5.3,1226,tt1243974,Aloha,2015,105.0,"Comedy,Drama,Romance"
"Love, Rosie",TFA,2015,"[35, 10749]",200727,en,"Love, Rosie",11.338,2014-12-06,7.8,3594,tt1638002,"Love, Rosie",2014,102.0,"Comedy,Romance"
The 33,WB,2015,"[18, 36]",293646,en,The 33,9.993,2015-11-09,6.2,565,tt2006295,The 33,2015,127.0,"Biography,Drama,History"
Capture the Flag,Par.,2015,"[35, 16, 12, 10751]",300602,es,Atrapa la bandera,8.225,2015-12-04,5.9,123,tt3896100,Capture the Flag,2015,94.0,"Adventure,Animation,Comedy"
The Gunman,ORF,2015,"[28, 18, 80]",266396,en,The Gunman,10.388,2015-03-20,5.7,583,tt2515034,The Gunman,2015,115.0,"Action,Crime,Drama"
Black or White,Rela.,2015,[18],253331,en,Black or White,8.05,2015-01-30,6.8,193,tt2883434,Black or White,2014,121.0,Drama
Black or White,Rela.,2015,[18],253331,en,Black or White,8.05,2015-01-30,6.8,193,tt6270540,Black or White,2016,135.0,"Action,Drama,Thriller"
Black or White,Rela.,2015,[18],253331,en,Black or White,8.05,2015-01-30,6.8,193,tt2883434,Black or White,2014,121.0,Drama
Black or White,Rela.,2015,[18],253331,en,Black or White,8.05,2015-01-30,6.8,193,tt6270540,Black or White,2016,135.0,"Action,Drama,Thriller"
Blackhat,Uni.,2015,"[80, 53, 28]",201088,en,Blackhat,16.824,2015-01-16,5.3,1165,tt2717822,Blackhat,2015,133.0,"Action,Crime,Thriller"
Dope,ORF,2015,"[80, 18, 35]",308639,en,Dope,9.246,2015-06-19,7.2,954,tt3850214,Dope,2015,103.0,"Comedy,Crime,Drama"
While We're Young,A24,2015,"[35, 18, 9648]",252512,en,While We're Young,8.022,2015-04-17,5.9,609,tt1791682,While We're Young,2014,97.0,"Comedy,Drama,Mystery"
While We're Young,A24,2015,"[35, 18, 9648]",252512,en,While We're Young,8.022,2015-04-17,5.9,609,tt1791682,While We're Young,2014,97.0,"Comedy,Drama,Mystery"
Monkey Kingdom,BV,2015,[99],295592,en,Monkey Kingdom,5.659,2015-04-17,6.6,61,tt3660770,Monkey Kingdom,2015,81.0,Documentary
Scouts Guide to the Zombie Apocalypse,Par.,2015,"[35, 27]",273477,en,Scouts Guide to the Zombie Apocalypse,10.451,2015-10-30,6.2,915,tt1727776,Scouts Guide to the Zombie Apocalypse,2015,93.0,"Action,Comedy,Horror"
Suffragette,Focus,2015,"[18, 36]",245168,en,Suffragette,7.763,2015-10-23,7.3,982,tt3077214,Suffragette,2015,106.0,"Biography,Drama,History"
It Follows,RTWC,2015,"[27, 53]",270303,en,It Follows,18.419,2015-03-27,6.5,3485,tt3235888,It Follows,2014,100.0,"Horror,Mystery"
It Follows,RTWC,2015,"[27, 53]",270303,en,It Follows,18.419,2015-03-27,6.5,3485,tt3235888,It Follows,2014,100.0,"Horror,Mystery"
Unfinished Business,Fox,2015,[35],239573,en,Unfinished Business,8.516,2015-03-06,5.2,472,tt2126400,Unfinished Business,2011,107.0,"Drama,Family"
Unfinished Business,Fox,2015,[35],239573,en,Unfinished Business,8.516,2015-03-06,5.2,472,tt2358925,Unfinished Business,2015,91.0,"Comedy,Drama"
Unfinished Business,Fox,2015,[35],239573,en,Unfinished Business,8.516,2015-03-06,5.2,472,tt7316906,Unfinished Business,2017,60.0,Drama
Do You Believe?,PFR,2015,"[14, 18]",309425,en,Do You Believe?,5.599,2015-03-20,7.0,72,tt4056738,Do You Believe?,2015,120.0,Drama
Do You Believe?,PFR,2015,"[14, 18]",309425,en,Do You Believe?,5.599,2015-03-20,7.0,72,tt6960218,Do You Believe?,2017,71.0,"Fantasy,Horror"
Woodlawn,PFR,2015,[18],333596,en,Woodlawn,5.575,2015-10-16,7.0,79,tt4183692,Woodlawn,2015,123.0,"Drama,Sport"
Woodlawn,PFR,2015,[18],333596,en,Woodlawn,5.575,2015-10-16,7.0,79,tt4183692,Woodlawn,2015,123.0,"Drama,Sport"
Strange Magic,BV,2015,"[10402, 16, 10751, 14]",302429,en,Strange Magic,6.937,2015-01-23,6.3,172,tt4191054,Strange Magic,2015,99.0,"Adventure,Animation,Comedy"
Hot Tub Time Machine 2,Par.,2015,[35],243938,en,Hot Tub Time Machine 2,8.053,2015-02-20,5.1,512,tt2637294,Hot Tub Time Machine 2,2015,93.0,"Comedy,Mystery,Sci-Fi"
Child 44,LG/S,2015,"[80, 53]",181283,en,Child 44,26.386,2015-04-17,6.2,903,tt1014763,Child 44,2015,137.0,"Crime,Drama,History"
We Are Your Friends,WB,2015,"[18, 10402, 10749, 35]",301351,en,We Are Your Friends,10.809,2015-08-28,6.3,1241,tt3787590,We Are Your Friends,2015,96.0,"Drama,Music,Romance"
Danny Collins,BST,2015,"[35, 18, 10402]",256924,en,Danny Collins,8.933,2015-03-20,6.7,260,tt1772288,Danny Collins,2015,106.0,"Biography,Comedy,Drama"
A Little Chaos,FCW,2015,"[18, 10749]",283227,en,A Little Chaos,8.276,2015-06-26,6.2,411,tt2639254,A Little Chaos,2014,112.0,"Drama,Romance"
The Loft,ORF,2015,[53],72784,en,The Loft,15.995,2015-01-30,6.4,755,tt1850397,The Loft,2014,108.0,"Mystery,Romance,Thriller"
Shanghai,Wein.,2015,"[18, 9648, 10749]",38407,en,Shanghai,6.824,2010-10-02,6.1,80,tt1092634,Shanghai,2010,105.0,"Crime,Drama,Mystery"
Shanghai,Wein.,2015,"[18, 9648, 10749]",38407,en,Shanghai,6.824,2010-10-02,6.1,80,tt2072227,Shanghai,2012,120.0,"Crime,Mystery,Thriller"
Shanghai,Wein.,2015,"[18, 9648, 10749]",38407,en,Shanghai,6.824,2010-10-02,6.1,80,tt5424576,Shanghai,2016,120.0,Drama
Me and Earl and the Dying Girl,FoxS,2015,"[35, 18]",308369,en,Me and Earl and the Dying Girl,8.677,2015-06-12,7.6,1570,tt2582496,Me and Earl and the Dying Girl,2015,105.0,"Comedy,Drama,Romance"
Amy,A24,2015,[27],225671,en,Amy,3.171,2013-09-30,2.9,9,tt2870648,Amy,2015,128.0,"Biography,Documentary,Music"
Amy,A24,2015,[27],225671,en,Amy,3.171,2013-09-30,2.9,9,tt3007924,Amy,2013,94.0,Horror
Amy,A24,2015,"[99, 10402]",331781,en,Amy,8.094,2015-07-10,7.6,704,tt2870648,Amy,2015,128.0,"Biography,Documentary,Music"
Amy,A24,2015,"[99, 10402]",331781,en,Amy,8.094,2015-07-10,7.6,704,tt3007924,Amy,2013,94.0,Horror
Amy,A24,2015,"[35, 18]",377080,en,Amy,0.6,2015-06-18,6.0,1,tt2870648,Amy,2015,128.0,"Biography,Documentary,Music"
Amy,A24,2015,"[35, 18]",377080,en,Amy,0.6,2015-06-18,6.0,1,tt3007924,Amy,2013,94.0,Horror
The Green Inferno,BH Tilt,2015,"[28, 12, 27, 53]",171424,en,The Green Inferno,13.67,2013-11-02,5.2,619,tt2403021,The Green Inferno,2013,100.0,"Adventure,Horror"
Little Boy,ORF,2015,"[35, 18, 10752]",256962,en,Little Boy,5.805,2015-04-23,7.0,292,tt1810683,Little Boy,2015,106.0,"Drama,History,War"
What We Do in the Shadows,U/P,2015,"[35, 27]",246741,en,What We Do in the Shadows,11.186,2015-02-13,7.6,1594,tt3416742,What We Do in the Shadows,2014,86.0,"Comedy,Horror"
What We Do in the Shadows,U/P,2015,"[35, 27]",246741,en,What We Do in the Shadows,11.186,2015-02-13,7.6,1594,tt3416742,What We Do in the Shadows,2014,86.0,"Comedy,Horror"
Anomalisa,Par.,2015,"[16, 35, 18, 10749]",291270,en,Anomalisa,10.285,2015-12-30,7.1,927,tt2401878,Anomalisa,2015,90.0,"Animation,Comedy,Drama"
Anomalisa,Par.,2015,"[16, 35, 18, 10749]",291270,en,Anomalisa,10.285,2015-12-30,7.1,927,tt2401878,Anomalisa,2015,90.0,"Animation,Comedy,Drama"
Pawn Sacrifice,BST,2015,"[53, 18]",245698,en,Pawn Sacrifice,6.744,2015-09-18,6.7,446,tt1596345,Pawn Sacrifice,2014,115.0,"Biography,Drama,Sport"
Serena,Magn.,2015,[18],210518,en,Serena,1.233,2012-05-22,5.0,4,tt1247690,Serena,2014,109.0,"Drama,History,Romance"
Serena,Magn.,2015,[18],210518,en,Serena,1.233,2012-05-22,5.0,4,tt5749696,Serena,2016,95.0,"Biography,Documentary,Sport"
Serena,Magn.,2015,[18],164251,en,Serena,8.884,2014-12-25,5.6,582,tt1247690,Serena,2014,109.0,"Drama,History,Romance"
Serena,Magn.,2015,[18],164251,en,Serena,8.884,2014-12-25,5.6,582,tt5749696,Serena,2016,95.0,"Biography,Documentary,Sport"
Serena,Magn.,2015,[99],404762,en,Serena,0.6,2016-06-22,7.0,3,tt1247690,Serena,2014,109.0,"Drama,History,Romance"
Serena,Magn.,2015,[99],404762,en,Serena,0.6,2016-06-22,7.0,3,tt5749696,Serena,2016,95.0,"Biography,Documentary,Sport"
Mr. X,FIP,2015,[99],252403,en,Mr. X,0.658,2014-01-20,6.0,2,tt3384976,"Mr. X, a Vision of Leos Carax",2014,71.0,"Biography,Documentary,Mystery"
Mr. X,FIP,2015,[99],252403,en,Mr. X,0.658,2014-01-20,6.0,2,tt3848938,Mr. X,2015,133.0,"Action,Crime,Sci-Fi"
Trash,FCW,2015,[],128184,es,Trash,0.6,2010-11-03,3.0,3,tt10351040,Trash,2019,55.0,Thriller
Trash,FCW,2015,[],128184,es,Trash,0.6,2010-11-03,3.0,3,tt1921149,Trash,2014,114.0,"Adventure,Crime,Drama"
Trash,FCW,2015,[],128184,es,Trash,0.6,2010-11-03,3.0,3,tt1988822,Trash,2010,75.0,Comedy
Trash,FCW,2015,[],128184,es,Trash,0.6,2010-11-03,3.0,3,tt4713454,Trash,2015,88.0,Drama
Trash,FCW,2015,"[12, 80, 18, 53]",206563,pt,Trash,7.179,2015-10-09,7.1,353,tt10351040,Trash,2019,55.0,Thriller
Trash,FCW,2015,"[12, 80, 18, 53]",206563,pt,Trash,7.179,2015-10-09,7.1,353,tt1921149,Trash,2014,114.0,"Adventure,Crime,Drama"
Trash,FCW,2015,"[12, 80, 18, 53]",206563,pt,Trash,7.179,2015-10-09,7.1,353,tt1988822,Trash,2010,75.0,Comedy
Trash,FCW,2015,"[12, 80, 18, 53]",206563,pt,Trash,7.179,2015-10-09,7.1,353,tt4713454,Trash,2015,88.0,Drama
True Story,FoxS,2015,"[80, 18, 9648]",245706,en,True Story,7.713,2015-04-17,6.2,916,tt2273657,True Story,2015,99.0,"Crime,Drama,Mystery"
True Story,FoxS,2015,"[80, 18, 9648]",245706,en,True Story,7.713,2015-04-17,6.2,916,tt3044736,True Story,2013,80.0,"Comedy,Drama"
True Story,FoxS,2015,"[80, 18, 9648]",245706,en,True Story,7.713,2015-04-17,6.2,916,tt3114786,True Story,2015,93.0,Drama
Hamari Adhuri Kahani,FIP,2015,[18],339367,en,Hamari Adhuri Kahani,2.063,2015-06-12,6.5,23,tt3483612,Hamari Adhuri Kahani,2015,129.0,"Drama,Romance"
45 Years,IFC,2015,"[18, 10749]",311291,en,45 Years,15.068,2015-12-23,6.5,428,tt3544082,45 Years,2015,91.0,"Drama,Romance"
Escobar: Paradise Lost,RTWC,2015,"[53, 10749]",255343,en,Escobar: Paradise Lost,15.924,2014-10-11,6.3,476,tt2515030,Escobar: Paradise Lost,2014,120.0,"Crime,Drama,History"
Spare Parts,LGF,2015,[18],264337,en,Spare Parts,7.391,2015-01-16,7.0,90,tt3233418,Spare Parts,2015,114.0,Drama
Learning to Drive,BG,2015,"[35, 18, 10749]",284286,en,Learning to Drive,8.004,2014-08-21,6.1,125,tt3062976,Learning to Drive,2014,90.0,"Comedy,Drama,Romance"
By the Sea,Uni.,2015,"[18, 10749]",314385,en,By the Sea,6.471,2015-11-13,5.4,306,tt3707106,By the Sea,2015,122.0,"Drama,Romance"
Sleeping with Other People,IFC,2015,[35],288036,en,Sleeping with Other People,8.392,2015-09-11,6.3,517,tt3165612,Sleeping with Other People,2015,101.0,"Comedy,Drama,Romance"
Jimmy's Hall,SPC,2015,"[36, 18]",262958,en,Jimmy's Hall,5.566,2014-05-30,6.7,82,tt3110960,Jimmy's Hall,2014,109.0,"Biography,Drama,History"
Ladrones,LGF,2015,"[80, 35]",352094,es,Ladrones,1.494,2015-10-09,5.3,5,tt4296800,Ladrones,2015,97.0,Comedy
The End of the Tour,A24,2015,[18],249688,en,The End of the Tour,6.823,2015-07-31,7.1,324,tt3416744,The End of the Tour,2015,106.0,"Biography,Drama"
He Named Me Malala,FoxS,2015,[99],338928,en,He Named Me Malala,5.957,2015-10-02,6.4,98,tt3065132,He Named Me Malala,2015,88.0,Documentary
